Pacman Agent|Ghost Agent|Layout|Average Score|Scores|Win Rate|Record|Number of Iterations|Simulation Length|Depth|Number of Ghosts|Tree Reuse|Command|Average Number of Moves|Time Taken
ExpectimaxAgent|DirectionalGhost|layouts/gen_small/small2_spatial.lay|-348.0|-348.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small2_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|17.0|1.5561296939849854
MCTSAgent|DirectionalGhost|layouts/gen_small/small20_spatial.lay|-153.0|-465.0, 159.0|0.0|Loss, Loss|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_small/small20_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|38.0|35.025233030319214
MinimaxAgent|DirectionalGhost|layouts/gen_large/large12_spatial.lay|120.0|120.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large12_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|69.0|88.13892817497253
ExpectimaxAgent|DirectionalGhost|layouts/gen_large/large11_spatial.lay|984.0|984.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large11_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|195.0|3.95910906791687
MinimaxAgent|RandomGhost|layouts/gen_medium/medium6_spatial.lay|-169.0|-169.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium6_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|298.0|168.14685916900635
ExpectimaxAgent|DirectionalGhost|layouts/gen_small/small13_spatial.lay|-529.0|-529.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small13_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|48.0|0.0989997386932373
MCTSAgent|DirectionalGhost|layouts/gen_large/large16_spatial.lay|-57.5|343.0, -458.0|0.0|Loss, Loss|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_large/large16_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|57.5|47.27653217315674
MCTSAgent|DirectionalGhost|layouts/gen_large/large18_spatial.lay|1614.5|1139.0, 2090.0|0.0|Loss, Loss|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_large/large18_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|350.5|296.1831238269806
ExpectimaxAgent|DirectionalGhost|layouts/gen_medium/medium2_spatial.lay|-412.0|-412.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium2_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|12.0|3.0107953548431396
MinimaxAgent|DirectionalGhost|layouts/gen_small/small16_spatial.lay|-465.0|-465.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small16_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|4.0|0.7095160484313965
MinimaxAgent|RandomGhost|layouts/gen_large/large10_spatial.lay|-2.0|-2.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large10_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|1501.0|31.297005653381348
MinimaxAgent|DirectionalGhost|layouts/gen_medium/medium15_spatial.lay|-131.0|-131.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium15_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|40.0|14.76859164237976
MCTSAgent|RandomGhost|layouts/gen_medium/medium10_spatial.lay|1801.5|2403.0, 1200.0|0.5|Win, Loss|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_medium/medium10_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|248.0|157.7833034992218
ExpectimaxAgent|DirectionalGhost|layouts/gen_large/large12_spatial.lay|-5.0|-5.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large12_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|54.0|78.4769458770752
MinimaxAgent|RandomGhost|layouts/gen_medium/medium10_spatial.lay|-139.0|-139.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium10_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|168.0|1.634016752243042
ExpectimaxAgent|RandomGhost|layouts/gen_small/small24_spatial.lay|201.0|201.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small24_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|118.0|1.860793113708496
MinimaxAgent|DirectionalGhost|layouts/gen_small/small3_spatial.lay|1335.0|1335.0|1.0|Win|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small3_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|104.0|0.6075749397277832
MinimaxAgent|RandomGhost|layouts/gen_small/small21_spatial.lay|896.0|896.0|1.0|Win|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small21_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|93.0|0.5915114879608154
MinimaxAgent|DirectionalGhost|layouts/gen_medium/medium24_spatial.lay|16.0|16.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium24_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|93.0|0.7728512287139893
MCTSAgent|RandomGhost|layouts/gen_medium/medium24_spatial.lay|1577.0|963.0, 2191.0|0.5|Loss, Win|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_medium/medium24_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|212.0|189.71261191368103
ExpectimaxAgent|RandomGhost|layouts/gen_small/small11_spatial.lay|1410.0|1410.0|1.0|Win|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small11_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|309.0|66.74280977249146
MinimaxAgent|RandomGhost|layouts/gen_large/large12_spatial.lay|438.0|438.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large12_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|1501.0|31.20914077758789
MCTSAgent|DirectionalGhost|layouts/gen_small/small0_spatial.lay|498.0|438.0, 558.0|0.0|Loss, Loss|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_small/small0_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|76.5|62.872496366500854
MCTSAgent|DirectionalGhost|layouts/gen_small/small6_spatial.lay|-231.0|-6.0, -456.0|0.0|Loss, Loss|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_small/small6_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|36.0|19.22883629798889
MCTSAgent|DirectionalGhost|layouts/gen_medium/medium11_spatial.lay|151.0|-242.0, 544.0|0.0|Loss, Loss|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_medium/medium11_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|89.0|60.01379728317261
ExpectimaxAgent|DirectionalGhost|layouts/gen_large/large17_spatial.lay|1050.0|1050.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large17_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|229.0|4.623706340789795
MCTSAgent|RandomGhost|layouts/gen_medium/medium14_spatial.lay|1121.0|-379.0, 2621.0|0.5|Loss, Win|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_medium/medium14_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|148.5|139.50568771362305
MinimaxAgent|DirectionalGhost|layouts/gen_large/large10_spatial.lay|1961.0|1961.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large10_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|328.0|4.726379156112671
MinimaxAgent|DirectionalGhost|layouts/gen_small/small6_spatial.lay|65.0|65.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small6_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|34.0|2.0193676948547363
MinimaxAgent|RandomGhost|layouts/gen_small/small4_spatial.lay|589.0|589.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small4_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|130.0|12.594863653182983
ExpectimaxAgent|DirectionalGhost|layouts/gen_small/small23_spatial.lay|410.0|410.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small23_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|49.0|0.1360023021697998
MinimaxAgent|RandomGhost|layouts/gen_medium/medium15_spatial.lay|-132.0|-132.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium15_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|1501.0|15.13617491722107
ExpectimaxAgent|RandomGhost|layouts/gen_medium/medium5_spatial.lay|-281.0|-281.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium5_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|220.0|1.9607875347137451
ExpectimaxAgent|DirectionalGhost|layouts/gen_small/small5_spatial.lay|62.0|62.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small5_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|67.0|0.23862648010253906
MinimaxAgent|DirectionalGhost|layouts/gen_small/small21_spatial.lay|269.0|269.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small21_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|110.0|0.6078062057495117
MinimaxAgent|DirectionalGhost|layouts/gen_small/small18_spatial.lay|486.0|486.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small18_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|33.0|2.6284310817718506
MCTSAgent|RandomGhost|layouts/gen_medium/medium5_spatial.lay|387.5|411.0, 364.0|0.0|Loss, Loss|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_medium/medium5_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|87.5|62.620532512664795
MCTSAgent|DirectionalGhost|layouts/gen_medium/medium13_spatial.lay|516.0|639.0, 393.0|0.0|Loss, Loss|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_medium/medium13_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|143.5|138.64363145828247
ExpectimaxAgent|DirectionalGhost|layouts/gen_medium/medium22_spatial.lay|537.0|537.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium22_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|83.0|1.7570834159851074
MinimaxAgent|RandomGhost|layouts/gen_medium/medium0_spatial.lay|28.0|28.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium0_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|1501.0|436.4302887916565
ExpectimaxAgent|RandomGhost|layouts/gen_medium/medium7_spatial.lay|-772.0|-772.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium7_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|1501.0|26.723751544952393
MCTSAgent|RandomGhost|layouts/gen_medium/medium18_spatial.lay|1256.0|1496.0, 1016.0|0.5|Win, Loss|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_medium/medium18_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|173.5|106.69453430175781
MinimaxAgent|DirectionalGhost|layouts/gen_medium/medium5_spatial.lay|-376.0|-376.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium5_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|15.0|6.328343629837036
ExpectimaxAgent|DirectionalGhost|layouts/gen_large/large8_spatial.lay|910.0|910.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large8_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|119.0|1.7977659702301025
MinimaxAgent|RandomGhost|layouts/gen_medium/medium6_spatial.lay|-662.0|-662.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium6_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|1501.0|26.957789659500122
MinimaxAgent|RandomGhost|layouts/gen_large/large15_spatial.lay|-97.0|-97.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large15_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|157.0|2.122974395751953
ExpectimaxAgent|DirectionalGhost|layouts/gen_medium/medium21_spatial.lay|1306.0|1306.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium21_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|253.0|48.09361982345581
MCTSAgent|DirectionalGhost|layouts/gen_medium/medium14_spatial.lay|657.0|642.0, 672.0|0.0|Loss, Loss|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_medium/medium14_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|192.5|180.28816866874695
MinimaxAgent|DirectionalGhost|layouts/gen_medium/medium26_spatial.lay|15.0|15.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium26_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|74.0|1.363175630569458
ExpectimaxAgent|RandomGhost|layouts/gen_small/small24_spatial.lay|618.0|618.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small24_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|102.0|51.810441732406616
ExpectimaxAgent|DirectionalGhost|layouts/gen_small/small10_spatial.lay|-358.0|-358.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small10_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|17.0|0.6255216598510742
MinimaxAgent|RandomGhost|layouts/gen_medium/medium26_spatial.lay|-1192.0|-1192.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium26_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|1501.0|14.160290241241455
MCTSAgent|DirectionalGhost|layouts/gen_large/large3_spatial.lay|1836.0|1371.0, 2301.0|0.5|Loss, Win|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_large/large3_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|748.5|508.32555890083313
MinimaxAgent|RandomGhost|layouts/gen_medium/medium20_spatial.lay|-249.0|-249.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium20_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|88.0|34.44913291931152
MinimaxAgent|RandomGhost|layouts/gen_medium/medium10_spatial.lay|-380.0|-380.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium10_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|499.0|204.4880862236023
MCTSAgent|DirectionalGhost|layouts/gen_medium/medium1_spatial.lay|810.0|630.0, 990.0|0.0|Loss, Loss|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_medium/medium1_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|214.5|199.85489463806152
MinimaxAgent|DirectionalGhost|layouts/gen_small/small5_spatial.lay|-149.0|-149.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small5_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|48.0|0.5985372066497803
MinimaxAgent|RandomGhost|layouts/gen_medium/medium14_spatial.lay|-22.0|-22.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium14_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|1501.0|310.5966417789459
MinimaxAgent|RandomGhost|layouts/gen_large/large15_spatial.lay|333.0|333.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large15_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|666.0|447.3829128742218
ExpectimaxAgent|DirectionalGhost|layouts/gen_medium/medium8_spatial.lay|-492.0|-492.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium8_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|21.0|0.16000008583068848
MinimaxAgent|DirectionalGhost|layouts/gen_medium/medium28_spatial.lay|561.0|561.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium28_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|89.0|14.327497005462646
ExpectimaxAgent|DirectionalGhost|layouts/gen_medium/medium26_spatial.lay|-382.0|-382.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium26_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|21.0|5.373400449752808
MinimaxAgent|RandomGhost|layouts/gen_small/small10_spatial.lay|1078.0|1078.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small10_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|152.0|6.491605997085571
ExpectimaxAgent|DirectionalGhost|layouts/gen_large/large1_spatial.lay|2655.0|2655.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large1_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|224.0|103.01245737075806
ExpectimaxAgent|DirectionalGhost|layouts/gen_large/large6_spatial.lay|-14.0|-14.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large6_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|113.0|23.481873035430908
ExpectimaxAgent|DirectionalGhost|layouts/gen_large/large19_spatial.lay|209.0|209.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large19_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|130.0|29.467979192733765
MinimaxAgent|DirectionalGhost|layouts/gen_medium/medium17_spatial.lay|-324.0|-324.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium17_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|24.0|0.2275240421295166
